33435231000187,[u'taxcoe.clear@ge.com'],[u'ATIVA'],[u'11) 3067-8181', u'11) 3067-8095'],[]
09509535000167,[u'tributos_diretos@cspecem.com'],[u'ATIVA'],[u'85) 3104-8732'],[]
07689002000189,[u'maria.tedesco@embraer.com.br'],[u'ATIVA'],[u'12) 3927-3735', u'12) 3927-8563'],[]
00280273000137,[u'alysson.b@samsung.com'],[u'ATIVA'],[u'92) 4009-1148', u'92) 4009-1457'],[]
60744463001080,[u'rafael.moumdjian@syngenta.com'],[u'ATIVA'],[u'11) 5643-6330'],[]
33000167112848,[u'relacionamento.fisco@petrobras.com.br'],[u'ATIVA'],[u'21) 3224-8870'],[]
00394544000851,[],[u'ATIVA'],[u'61) 3152-425"'],[]
33000167066129,[u'atendimentofiscossco@petrobras.com.br'],[u'ATIVA'],[u'21) 3224-3025', u'21) 3224-3022'],[]
59104760000515,[],[u'ATIVA'],[],[]
07689002001070,[u'alzemir@embraer.com.br'],[u'ATIVA'],[u'12) 3927-3735', u'12) 3927-3024'],[]
33000167107259,[],[u'ATIVA'],[],[]
00280273000218,[u'mara.silva@samsung.com'],[u'ATIVA'],[],[]
42150391003862,[u'cadastroempresas@braskem.com'],[u'ATIVA'],[u'71) 3504-7100'],[]
00913443000173,[],[u'ATIVA'],[u'41) 3801-400"'],[]
74404229000209,[u'flex@flex.com'],[u'ATIVA'],[u'15) 4009-6471'],[]
18459628003300,[],[u'ATIVA'],[],[]
33000167105639,[],[u'ATIVA'],[],[]
03470727001607,[u'jmartel5@ford.com'],[u'ATIVA'],[u'11) 4174-4918', u'11) 4174-8844'],[]
33000167111108,[],[u'ATIVA'],[],[]
16701716003686,[u'intimacoes@fcagroup.com'],[u'ATIVA'],[u'81) 2122-8900', u'81) 3467-4555'],[]
60398369000479,[u'jamyr@paranapanema.com.br'],[u'ATIVA'],[u'11) 2199-7542', u'71) 2199-1692'],[]
42150391000170,[u'cadastroempresas@braskem.com'],[u'ATIVA'],[u'71) 3504-7100'],[]
33000167010255,[u'atendimentofisco.nne@petrobras.com.br'],[u'ATIVA'],[u'21) 3224-4446'],[]
39373782000220,[u'cisatrading@cisatrading.com.br'],[u'ATIVA'],[u'11) 3707-2941'],[]
01192333001366,[u'alessandro_bsilva@honda.com.br'],[u'ATIVA'],[u'19) 3864-4421', u'19) 3864-4408'],[]
59104422010384,[u'paulo.bettini@volkswagen.com.br'],[u'ATIVA'],[u'11) 4347-2008'],[]
48539407000207,[u'fiscal@basf.com'],[u'ATIVA'],[u'11) 2349-2008'],[]
92660604001316,[],[u'ATIVA'],[],[]
33000167014323,[u'atendimentofisco.nne@petrobras.com.br'],[u'ATIVA'],[u'71) 3348-3875', u'71) 3348-6805'],[]
59275792009610,[],[u'ATIVA'],[u'11) 7417-348"'],[]
17469701010482,[u'nfe@arcelormittal.com.br'],[u'ATIVA'],[u'31) 3219-1122'],[]
14983032000169,[],[u'ATIVA'],[u'21) 3506-5642'],[]
01166372000155,[u'ricardo.porto@lge.com'],[u'ATIVA'],[u'11) 2162-5400', u'11) 2162-5454'],[]
39373782000140,[u'ariva@cisatrading.com'],[u'ATIVA'],[u'11) 3707-2906'],[]
07274637000115,[u'brazilfinance@triconenergy.com'],[u'ATIVA'],[u'11) 3071-4743'],[]
04104117000761,[u'nissan.fiscal@nissan.com.br'],[u'ATIVA'],[u'41) 3380-3540'],[]
74404229000551,[u'flex@flex.com'],[u'ATIVA'],[u'15) 4009-6200', u'15) 4009-6355'],[]
59275792000826,[],[u'ATIVA'],[],[]
33009945000204,[u'wanderley.batista@roche.com'],[u'ATIVA'],[u'11) 3719-4710'],[]
33000167023748,[u'atendimentofisconne@petrobras.com.br'],[u'ATIVA'],[u'21) 3224-4446'],[]
10394422000142,[u'carlos.morais@hyundai-brasil.com'],[u'ATIVA'],[u'19) 3373-0000'],[]
01166372000821,[u'alopes.sousa@lge.com'],[u'ATIVA'],[u'92) 2129-8860', u'11) 2162-5471'],[]
07005330000119,[],[u'ATIVA'],[u'21) 2507-4209'],[]
08285374000293,[u'ildefonso.galeano@foxconn.com'],[u'ATIVA'],[u'11) 3308-2143', u'11) 3308-2048'],[]
59104901000176,[],[u'ATIVA'],[u'11) 4344-9333'],[]
07872326000158,[u'carlos@capitaltrade.srv.br'],[u'ATIVA'],[u'47) 3045-1720'],[]
17227422000105,[u'cpg-dteicms@gerdau.com.br'],[u'ATIVA'],[u'51) 3450-8635'],[]
33781055001530,[],[u'ATIVA'],[],[]
33592510008996,[u'idelfonso.marques@vale.com'],[u'ATIVA'],[u'94) 3327-4748'],[]
33042730001771,[u'gisane@csn.com.br'],[u'ATIVA'],[u'24) 3344-5917'],[]
61064911000177,[u'silva_carla_n@cat.com'],[u'ATIVA'],[u'19) 2106-1228', u'19) 2106-1506'],[]
02974733000314,[u'gisele.cecatto@dvabrasil.com.br'],[u'ATIVA'],[u'16) 3830-0309'],[]
90810706000373,[u'controladoria@fertipar.com.br'],[u'ATIVA'],[u'41) 3269-009 ', u'41) 3026-9009'],[]
72381189000625,[u'br_tax@dell.com'],[u'ATIVA'],[u'51) 3274-8333'],[]
08285374000102,[u'repub@prodaconcontabil.com.br'],[u'ATIVA'],[u'19) 3241-2911'],[]
59104273000129,[u'tributariombbras@daimler.com'],[u'ATIVA'],[],[]
46548574000523,[u'columbia@columbia.com.br'],[u'ATIVA'],[u'11) 3330-3941'],[]
59104760000353,[u'scsouza@toyota.com.br'],[u'ATIVA'],[u'11) 4390-5781'],[]
01135153000451,[u'ac.escritoriocontabil@gmail.com'],[u'ATIVA'],[u'81) 3316-0586'],[]
45990181000189,[u'cadastro.tributario@br.bosch.com'],[u'ATIVA'],[u'19) 2103-1954'],[]
33000167060350,[u'atendimentofiscossco@petrobras.com.br'],[u'ATIVA'],[u'21) 3224-3025', u'21) 3224-3022'],[]
02487698000147,[u'denise@sulplata.com.br'],[u'ATIVA'],[u'41) 3262-5177'],[]
33000167080970,[u'atendimentofiscossco@petrobras.com.br'],[u'ATIVA'],[u'21) 3224-8870', u'21) 3224-3436'],[]
47180625002190,[u'fbrtaxb@dow.com'],[u'ATIVA'],[u'11) 5188-9184'],[]
04222428000130,[],[u'ATIVA'],[],[]
56994502009862,[u'pquaresma@machadomeyer.com.br'],[u'ATIVA'],[u'11) 3150-7121'],[]
61156501008050,[],[u'ATIVA'],[u'41) 4231-303"'],[]
02685377000823,[u'fabiana.alferes@sanofi.com'],[u'ATIVA'],[u'11) 3759-6966', u'11) 3759-6191'],[]
05289245000366,[u'ronaldo.barbosa@stmarie.com.br'],[u'ATIVA'],[u'47) 3349-6443'],[]
16701716000156,[u'intimacoes@fcagroup.com'],[u'ATIVA'],[u'31) 2123-3917', u'31) 2123-3502'],[]
33000167013513,[u'atendimentofisconne@petrobras.com.br'],[u'ATIVA'],[u'21) 3224-8024'],[]
18459628000115,[u'bayer.fiscal@bayer.com'],[u'ATIVA'],[u'11) 5694-4059'],[]
60435351000319,[u'fbrtaxb@dow.com'],[u'ATIVA'],[u'11) 5188-9184'],[]
67405936000173,[u'comunicacaofiscalpsa@mpsa.com'],[u'ATIVA'],[u'21) 3687-4957', u'21) 3687-4862'],[]
04337168000148,[u'sergio_lombardi@honda.com.br'],[u'ATIVA'],[],[]
89637490016572,[u'fiscalcorporativo@klabin.com.br'],[u'ATIVA'],[u'42) 3271-5119', u'11) 3046-5800'],[]
11463963000148,[u'contabilidade@grupototal.rec.br'],[u'ATIVA'],[u'81) 3464-8750', u'81) 3464-8744'],[]
07079511000190,[],[u'ATIVA'],[u'81) 3422-0252'],[]
02290510000176,[u'julio.baptistella@adama.com'],[u'ATIVA'],[u'43) 3371-9195', u'43) 3371-9275'],[]
01135153000370,[u'vamildo.silva@comexport.com.br'],[u'ATIVA'],[u'11) 2162-1414', u'11) 2162-1878'],[]
04626426000106,[u'tributario@sertrading.com'],[u'ATIVA'],[u'27) 3211-9315', u'11) 3897-7300'],[]
03471344000177,[u'fiscal.senhas@caoa.com.br'],[u'ATIVA'],[u'62) 3098-9242'],[]
05848387000316,[],[u'ATIVA'],[],[]
04958554000238,[u'fiscalizacaocar@raizen.com'],[u'ATIVA'],[u'11) 4517-1420'],[]
04754557000179,[u'spironello_fernando_a@cat.com'],[u'ATIVA'],[u'19) 2106-2742', u'19) 2106-1228'],[]
11454455000284,[u'luizp@ipiranga.com.br'],[u'ATIVA'],[u'21) 2560-7533', u'21) 2574-5634'],[]
59104422002446,[],[u'ATIVA'],[u'11) 4347-4892'],[]
43999424000114,[],[u'ATIVA'],[u'41) 3317-8111', u'41) 3405-5694'],[]
94845674000130,[],[u'ATIVA'],[],[]
60894730002582,[],[u'ATIVA'],[u'31) 8293-909"'],[]
40244519000644,[u'jluiz@flammaoil.com.br'],[u'ATIVA'],[u'21) 2529-2975'],[]
60850617000985,[u'intimacoes@fcagroup.com'],[],[u'31) 3888-7100', u'31) 3888-8280'],[]
54305743001170,[u'fiscalmmc@mmcb.com.br'],[u'ATIVA'],[u'64) 3411-8500'],[]
01135153000109,[u'vamildo.silva@comexport.com.br'],[u'ATIVA'],[u'11) 2162-1414', u'11) 2162-1878'],[]
33435231000420,[],[u'ATIVA'],[u'21) 2004-2188'],[]
89674782001200,[u'timeindiretos@johndeere.com'],[u'ATIVA'],[u'51) 4576-625"'],[]
04169215002305,[u'fiscalizacaocar@raizen.com'],[u'ATIVA'],[u'19) 3423-8000'],[]
59104422005704,[],[u'ATIVA'],[u'11) 4347-4892'],[]
61064929007696,[u'adriana.cambraia@bra.dupont.com'],[u'ATIVA'],[u'11) 4166-8596'],[]
60318797000100,[u'alexandre.oliveira@astrazeneca.com'],[u'ATIVA'],[u'11) 3737-1200', u'11) 3737-1374'],[]
01838723036407,[u'tributariocsc@brf-br.com'],[u'ATIVA'],[u'47) 3249-4100'],[]
11463963000229,[u'j.mota.consultoria@hotmail.com'],[u'ATIVA'],[u'98) 8117-0702'],[]
61072393003906,[u'bruno.bizam@pfizer.com'],[u'ATIVA'],[u'11) 5180-1220'],[]
